Age,Assists,C_Apps,C_Assists,C_Clean_Sheets,C_Goals,C_Mins,Clean Sheets,Club,Club_Appearances,Country,Current_Value,F_Def,F_Drib,F_Pace,F_Passing,F_Phy,F_Rating,F_Shooting,F_WRate,FantasyLeaguePoints,FantasyLeagueVal,Goals,Goals_per_game,Mins_per_goal,Minutes_played_club,Name,Position,Previous_Value,Wiki_Views
33,1,2,0,2,0,135,,Sevilla FC,27,Argentina,"1,00 Mill. ",79,66,38,70,69,79,60,Medium / Medium,12,2,1,0.04,2.165,2165,Nicolás Pareja,Centre-Back,"1,00 Mill. ?",140
27,1,15,0,5,0,1317,,SD Eibar,36,Spain,"5,00 Mill. ",73,71,48,74,80,81,58,Medium / High,35,10.5,1,0.03,3.185,3185,Dani García,Central Midfield,"5,00 Mill. ?",0
27,7,12,1,0,3,1155,,SD Eibar,38,Spain,"5,00 Mill. ",42,75,66,69,79,80,77,High / High,45,13.1,11,0.29,257,2829,Sergi Enrich,Centre-Forward,"10,00 Mill. ?",97
25,3,17,1,5,0,1446,,SD Eibar,31,Spain,"5,00 Mill. ",72,76,86,69,84,78,63,High / High,52,7.5,0,0,,2553,Ander Capa,Right-Back,"5,00 Mill. ?",48
29,4,16,1,4,2,1300,,SD Eibar,28,Japan,"3,50 Mill. ",44,91,88,79,66,82,76,Medium / Medium,54,8,3,0.11,696,2089,Takashi Inui,Left Wing,"3,00 Mill. ?",178
25,0,15,0,5,0,1350,,SD Eibar,13,Portugal,"3,00 Mill. ",79,62,68,50,79,78,35,Medium / High,45,5,0,0,,917,Paulo Oliveira,Centre-Back,"4,00 Mill. ?",55
31,6,0,0,0,0,0,,SD Eibar,37,Spain,"2,50 Mill. ",40,81,67,83,62,80,76,High / Low,0,3.8,10,0.27,301,3011,Pedro León,Right Wing,"5,00 Mill. ?",127
28,3,12,0,0,1,998,,SD Eibar,24,Spain,"2,50 Mill. ",32,71,70,59,75,76,74,Medium / Medium,32,5.5,7,0.29,220,1538,Kike,Centre-Forward,"3,00 Mill. ?",859
24,3,8,0,2,1,724,,SD Eibar,30,Argentina,"2,50 Mill. ",77,72,67,69,79,78,61,Medium / High,27,4,2,0.07,1.01,2019,Gonzalo Escalante,Central Midfield,"5,00 Mill. ?",38
31,3,0,0,0,1,19,,SD Eibar,23,Chile,"2,00 Mill. ",32,83,80,76,50,80,73,High / Medium,6,2,3,0.13,590,1771,Fabián Orellana,Right Wing,"3,00 Mill. ?",212
30,0,4,0,0,0,345,,SD Eibar,21,Spain,"1,50 Mill. ",75,57,36,64,79,75,59,Medium / Medium,5,2,1,0.05,1.84,1840,David Lombán,Centre-Back,"2,50 Mill. ?",30
27,3,3,0,0,0,343,,SD Eibar,20,Portugal,"1,50 Mill. ",28,74,83,69,78,74,73,Medium / Low,13,2,3,0.15,227,681,Bebé,Left Wing,"2,50 Mill. ?",411
22,1,7,3,2,1,557,,SD Eibar,28,Spain,"1,50 Mill. ",43,70,80,63,61,68,57,Medium / Medium,35,3.5,1,0.0357,1431,1431,Iván Alejo,Right Wing,300 Th. ?,18
33,1,8,1,0,5,720,,SD Eibar,21,Brazil,"1,50 Mill. ",65,83,79,87,75,81,78,Medium / Medium,49,5.5,3,0.14,378,1135,Charles,Centre-Forward,"1,50 Mill. ?",303
30,1,0,0,0,0,0,,SD Eibar,17,Spain,"1,00 Mill. ",70,70,58,76,71,76,66,Medium / Medium,0,2,2,0.12,613,1226,Fran Rico,Central Midfield,"2,50 Mill. ?",26
26,0,3,0,1,0,376,,SD Eibar,28,Spain,"1,00 Mill. ",57,75,86,65,64,73,70,Medium / Medium,16,2.5,1,0.04,1.05,1050,Rubén Peña,Right Wing,"1,50 Mill. ?",21
33,0,4,0,2,0,342,,SD Eibar,22,Spain,500 Th. ,77,59,38,63,83,77,61,Medium / High,14,2,3,0.14,574,1721,Iván Ramis,Centre-Back,"1,00 Mill. ?",33
29,1,12,1,0,2,1110,,Deportivo de La Coruña,1,Spain,"10,00 Mill. ",31,80,81,76,71,81,82,High / Medium,47,7,1,1,90,90,Lucas Pérez,Centre-Forward,"15,00 Mill. ?","1,017"
28,0,14,1,2,1,1215,,Deportivo de La Coruña,29,Brazil,"6,00 Mill. ",80,68,51,59,81,80,50,High / Medium,38,4.5,1,0.03,2.491,2491,Sidnei,Centre-Back,"6,00 Mill. ?",1
29,0,16,1,3,3,1365,,Deportivo de La Coruña,34,Costa Rica,"5,00 Mill. ",76,73,61,73,74,78,77,High / Medium,55,9.5,6,0.18,454,2724,Celso Borges,Central Midfield,"5,00 Mill. ?",109
26,1,17,0,3,0,1446,,Deportivo de La Coruña,30,Brazil,"4,00 Mill. ",77,60,79,53,83,77,33,Low / High,34,6.5,2,0.07,1.141,2281,Guilherme,Defensive Midfield,"4,00 Mill. ?",24
24,3,7,2,0,4,769,,Deportivo de La Coruña,37,Romania,"4,00 Mill. ",45,75,78,62,80,79,78,High / High,38,9.5,12,0.32,242,2901,Florin Andone,Centre-Forward,"5,00 Mill. ?",215
29,1,8,2,0,3,780,,Deportivo de La Coruña,15,Spain,"3,50 Mill. ",27,80,66,67,63,75,73,Medium / Medium,38,3.5,2,0.13,338,676,Adrián López,Centre-Forward,"3,50 Mill. ?",222
26,9,8,1,2,0,634,,Deportivo de La Coruña,33,Turkey,"4,00 Mill. ",44,81,73,78,48,79,75,Medium / Medium,25,5.5,3,0.09,825,2475,Emre Colak,Attacking Midfield,"7,50 Mill. ?",1
26,0,15,1,2,2,1320,,Deportivo de La Coruña,6,Switzerland,"3,00 Mill. ",74,67,56,70,75,75,63,High / Medium,44,4.5,0,0,,282,Fabian Schär,Centre-Back,"2,50 Mill. ?",151
29,0,5,1,0,0,466,,Deportivo de La Coruña,23,Spain,"2,00 Mill. ",70,70,56,75,75,78,59,Medium / Medium,15,2,3,0.13,518,1555,Pedro Mosquera,Central Midfield,"4,00 Mill. ?",38
21,1,6,0,0,0,502,,Deportivo de La Coruña,18,Belgium,"1,80 Mill. ",17,79,87,65,38,72,70,Medium / Medium,16,2,1,0.06,274,274,Zakaria Bakkali,Left Wing,"2,00 Mill. ?",217
29,1,4,0,1,0,405,,Deportivo de La Coruña,27,Spain,"1,50 Mill. ",74,42,35,52,82,74,47,Medium / Medium,9,2.5,1,0.04,2.336,2336,Raúl Albentosa,Centre-Back,"3,00 Mill. ?",35
30,0,6,0,1,0,540,1,Deportivo de La Coruña,2,Romania,"1,50 Mill. ",48,77,73,67,78,76,76,No,17,2,0,0,,81,Costel Pantilimon,Keeper,"3,00 Mill. ?",240
32,2,13,1,2,1,1182,,Deportivo de La Coruña,26,Portugal,"1,50 Mill. ",76,76,70,73,65,77,53,High / Medium,33,3.5,0,0,,1907,Luisinho,Left-Back,"1,80 Mill. ?",2
25,4,4,0,1,0,330,,Deportivo de La Coruña,23,Spain,"1,50 Mill. ",39,79,70,78,55,78,69,High / Low,12,2.5,1,0.04,1.41,1410,Carles Gil,Right Wing,"2,50 Mill. ?",130
24,3,1,0,0,0,96,,Deportivo de La Coruña,33,Spain,500 Th. ,63,76,92,63,66,71,36,High / Medium,2,2,0,0,,2484,Gerard Valentín,Right-Back,"1,00 Mill. ?",20
35,0,5,0,1,0,475,,Deportivo de La Coruña,25,Spain,300 Th. ,66,68,85,64,61,71,58,High / High,12,2,0,0,,2050,Fernando Navarro,Left-Back,500 Th. ?,75
28,1,0,0,0,0,31,,Getafe CF,13,Ecuador,"2,00 Mill. ",31,81,90,73,65,78,68,High / High,3,2,0,0,,373,Jefferson Montero,Left Wing,"4,50 Mill. ?",196
25,2,4,0,1,1,331,,Getafe CF,12,Japan,"1,50 Mill. ",70,76,71,74,65,75,65,High / Medium,17,2,1,0.08,768,768,Gaku Shibasaki,Central Midfield,"2,00 Mill. ?",209
27,0,1,0,1,0,98,,Getafe CF,16,Spain,800 Th. ,78,46,37,48,81,77,33,Medium / Medium,9,2,1,0.06,1.33,1330,Bruno González,Centre-Back,"1,00 Mill. ?",1
29,0,0,0,0,0,0,,Getafe CF,22,Argentina,600 Th. ,71,55,68,60,74,72,50,Medium / Medium,0,2,1,0.03,1667,1667,Nicolás Gorosito,Centre-Back,800 Th. ?,0
35,6,17,2,0,2,1471,,Getafe CF,39,Spain,500 Th. ,37,60,32,57,81,73,76,Medium / Medium,57,7.5,20,0.51,162,3235,Jorge Molina,Centre-Forward,500 Th. ?,3
38,0,2,0,1,0,341,,Getafe CF,19,Spain,100 Th. ,60,61,41,76,68,70,63,Medium / Medium,17,3,0,0,,1624,Sergio Mora,Central Midfield,100 Th. ?,198
28,1,14,0,10,0,1184,,CD Leganés,30,Spain,"5,00 Mill. ",70,66,57,68,77,75,56,Medium / Medium,39,4.5,0,0,,2315,Rubén Pérez,Defensive Midfield,"2,50 Mill. ?",6
29,2,13,2,6,1,1064,,CD Leganés,28,Argentina,"4,00 Mill. ",39,77,88,72,62,78,72,High / Medium,50,6.5,8,0.29,255,2039,Alexander Szymanowski,Left Wing,"5,00 Mill. ?",77
30,3,6,3,0,0,577,,CD Leganés,29,Morocco,"3,00 Mill. ",57,81,81,76,72,79,75,High / Medium,26,3,0,0,,2100,Nordin Amrabat,Right Wing,"4,50 Mill. ?",267
29,2,10,0,0,2,943,,CD Leganés,13,Guadeloupe,"3,00 Mill. ",44,72,70,68,58,74,72,Medium / Low,33,5,1,0.08,652,652,Claudio Beauvue,Centre-Forward,"3,00 Mill. ?",125
29,0,10,1,5,0,857,,CD Leganés,16,Greece,"2,50 Mill. ",76,62,39,55,83,75,44,Medium / High,35,3,1,0.06,1.392,1392,Dimitrios Siovas,Centre-Back,"3,00 Mill. ?",0
31,4,7,0,6,1,809,,CD Leganés,26,Morocco,"2,00 Mill. ",34,78,74,71,62,75,73,Medium / Low,35,5,4,0.15,508,2032,Nabil El Zhar,Right Wing,"2,00 Mill. ?",131
24,0,11,0,6,1,990,,CD Leganés,25,Spain,"2,00 Mill. ",74,67,76,69,78,76,56,Medium / Medium,45,3.5,1,0.04,2.222,2222,Diego Rico,Left-Back,"2,00 Mill. ?",15
25,1,6,0,3,0,436,,CD Leganés,25,Serbia,"2,00 Mill. ",62,67,62,69,73,73,66,Medium / High,17,2,1,0.04,1.628,1628,Darko Brasanac,Central Midfield,"4,00 Mill. ?",1
27,1,5,0,0,1,476,,CD Leganés,31,Spain,"1,20 Mill. ",36,68,70,61,68,74,73,High / Medium,14,2.5,5,0.16,429,2146,Miguel Ángel Guerrero,Centre-Forward,"1,50 Mill. ?",26
28,4,8,0,4,0,739,,CD Leganés,36,Spain,"1,00 Mill. ",66,77,57,82,76,81,76,High / Medium,33,3,10,0.28,288,2884,Raúl García,Left-Back,"1,00 Mill. ?",5
33,0,5,0,3,1,450,,CD Leganés,31,Argentina,500 Th. ,74,60,39,56,82,75,42,High / Medium,27,2,1,0.03,2.698,2698,Martín Mantovani,Centre-Back,800 Th. ?,46
22,3,13,3,0,3,1164,,Deportivo Alavés,33,Spain,"9,00 Mill. ",27,79,81,62,56,75,74,High / Medium,51,8.5,6,0.18,339,2032,Munir El Haddadi,Centre-Forward,"9,00 Mill. ?",982
21,8,13,2,4,0,1225,,Deportivo Alavés,23,Spain,"3,50 Mill. ",47,74,77,66,62,72,69,Medium / Medium,40,6,6,0.26,304,1823,Alfonso Pedraza,Left Wing,"1,00 Mill. ?",149
28,3,12,2,3,3,997,,Deportivo Alavés,29,Spain,"3,00 Mill. ",57,86,81,83,73,81,83,High / Medium,56,8.5,5,0.17,366,1828,Ibai Gómez,Left Wing,"2,00 Mill. ?",74
24,0,13,0,2,0,1170,,Deportivo Alavés,10,Brazil,"3,00 Mill. ",75,53,68,38,78,74,26,Medium / High,27,3.5,1,0.1,788,788,Rodrigo Ely,Centre-Back,"3,00 Mill. ?",132
23,0,9,0,2,1,826,,Deportivo Alavés,16,Spain,"2,00 Mill. ",63,72,61,77,56,74,68,Medium / Medium,29,2.5,2,0.13,473,946,Álvaro Medrán,Central Midfield,"2,50 Mill. ?",109
31,1,14,0,4,1,1256,,Deportivo Alavés,25,Spain,"1,80 Mill. ",29,76,74,67,40,69,57,High / Medium,33,5,3,0.12,662,1987,Manu García,Defensive Midfield,"1,50 Mill. ?",1
28,1,0,0,0,0,0,,Deportivo Alavés,26,Spain,"1,50 Mill. ",76,48,63,53,82,76,40,Medium / High,0,2,2,0.08,1.075,2149,Víctor Laguardia,Centre-Back,"3,00 Mill. ?",21
24,4,7,0,2,1,598,,Deportivo Alavés,32,Spain,"1,50 Mill. ",31,75,78,70,60,75,67,Medium / Low,27,4,2,0.06,996,1992,Burgui,Left Wing,"3,00 Mill. ?",128
29,1,5,0,0,2,472,,Deportivo Alavés,21,Venezuela,"1,50 Mill. ",37,69,62,68,67,73,75,Medium / Medium,18,2,3,0.14,276,827,Christian Santos,Centre-Forward,"1,50 Mill. ?",70
26,3,0,0,0,0,52,,Deportivo Alavés,20,Serbia,"1,00 Mill. ",36,78,65,73,64,74,74,Medium / Low,3,2,3,0.15,257,770,Aleksandar Katai,Right Wing,"2,00 Mill. ?",112
27,1,8,0,1,0,673,,Deportivo Alavés,11,Ghana,"1,00 Mill. ",63,74,89,71,78,75,64,High / High,17,2,1,0.09,869,869,Mubarak Wakaso,Central Midfield,"1,00 Mill. ?",167
25,1,3,0,0,0,294,,Deportivo Alavés,11,Spain,500 Th. ,27,78,81,58,62,70,64,Medium / Medium,11,2,2,0.18,251,501,Rubén Sobrino,Centre-Forward,500 Th. ?,93
26,2,0,0,0,0,15,,Deportivo Alavés,13,Spain,400 Th. ,68,73,79,61,68,71,45,High / Medium,1,2,0,0,,913,Héctor Hernández,Left-Back,600 Th. ?,6
28,0,14,2,1,0,1243,,Girona FC,11,Colombia,"7,00 Mill. ",75,51,54,59,77,76,44,Medium / High,33,5,0,0,,975,Bernardo Espinosa,Centre-Back,"4,50 Mill. ?",120
25,8,16,1,2,6,1346,,Girona FC,41,Spain,"5,00 Mill. ",61,76,79,71,73,75,73,Medium / Medium,72,8.5,8,0.19,405,3240,Portu,Attacking Midfield,"1,80 Mill. ?",48
19,0,1,0,0,0,259,,Girona FC,11,Brazil,"5,00 Mill. ",72,72,74,71,71,73,64,Medium / Medium,9,2,0,0,,259,Douglas Luiz,Central Midfield,"6,00 Mill. ?",229
31,0,15,0,0,8,1287,,Girona FC,23,Uruguay,"5,00 Mill. ",46,71,69,67,78,76,75,Medium / Low,60,6.5,4,0.17,340,1359,Cristhian Stuani,Centre-Forward,"3,50 Mill. ?",291
25,0,10,1,2,0,870,,Girona FC,10,Spain,"4,00 Mill. ",76,67,58,64,72,76,43,Medium / Medium,29,2,1,0.1,647,647,Marc Muniesa,Centre-Back,"3,00 Mill. ?",190
20,1,16,1,3,0,1348,,Girona FC,14,Spain,"5,00 Mill. ",80,80,85,75,74,78,62,Medium / Medium,42,5.5,1,0.071,1112,1112,Pablo Maffeo,Right-Back,500 Th. ?,292
24,4,2,1,0,0,360,,Girona FC,33,Nigeria,"3,00 Mill. ",36,74,92,57,60,73,70,Medium / Medium,15,2,17,0.51,142,2407,Olarenwaju Kayode,Centre-Forward,"4,00 Mill. ?",233
28,1,5,0,1,2,451,,Girona FC,24,Spain,"2,00 Mill. ",71,67,52,74,78,77,61,Medium / High,22,2.5,2,0.08,938,1875,David Timor,Defensive Midfield,"2,00 Mill. ?",21
21,0,0,0,0,0,28,,Girona FC,18,Colombia,500 Th. ,24,77,88,63,52,72,64,High / High,2,2,0,0,,792,Marlos Moreno,Left Wing,"1,00 Mill. ?",340
24,0,0,0,0,0,0,,Girona FC,2,Algeria,400 Th. ,36,74,79,66,51,70,65,High / Medium,0,2,0,0,,18,Farid Boulaya,Attacking Midfield,800 Th. ?,30
32,0,0,0,0,0,0,,Girona FC,16,Spain,200 Th. ,55,68,45,66,66,67,61,Medium / Medium,0,2,0,0,,623,Eloi Amagat,Attacking Midfield,400 Th. ?,29
25,0,6,0,0,1,703,,Málaga CF,18,Spain,"5,00 Mill. ",28,71,62,59,74,78,78,Medium / Low,22,3,1,0.05,546,546,Borja Bastón,Centre-Forward,"8,00 Mill. ?",54
24,0,9,0,0,3,770,,Málaga CF,29,Uruguay,"6,00 Mill. ",31,77,75,72,64,77,75,High / Medium,32,3,9,0.31,196,1764,Diego Rolán,Centre-Forward,"8,00 Mill. ?",183
29,2,16,0,2,1,1415,,Málaga CF,32,Venezuela,"3,50 Mill. ",78,84,81,78,77,81,67,High / Medium,39,8,1,0.03,2.861,2861,Roberto Rosales,Right-Back,"5,00 Mill. ?",56
26,2,15,1,2,0,1343,,Málaga CF,18,Spain,"3,50 Mill. ",72,73,56,75,73,77,66,Medium / Medium,30,4,3,0.17,453,1358,Recio,Central Midfield,"3,50 Mill. ?",1
29,1,14,0,2,1,1192,,Málaga CF,28,Spain,"3,00 Mill. ",64,76,62,75,67,76,70,High / Low,31,4,7,0.25,219,1531,Adrián González,Central Midfield,"3,00 Mill. ?",14
26,3,9,2,2,0,684,,Málaga CF,22,Spain,"2,50 Mill. ",43,80,79,78,64,79,69,Medium / High,30,2.5,0,0,,1052,Keko,Right Wing,"3,00 Mill. ?",2
20,3,1,0,0,0,345,,Málaga CF,18,Spain,"2,50 Mill. ",25,74,72,70,40,71,68,Medium / Low,9,2,2,0.11,413,825,Javier Ontiveros,Right Wing,"3,00 Mill. ?",39
22,0,9,0,2,1,726,,Málaga CF,3,Spain,"1,50 Mill. ",73,53,68,57,75,73,28,Medium / Medium,26,2.5,0,0,,31,Diego González,Centre-Back,"1,50 Mill. ?",3
26,1,1,0,0,0,214,,Málaga CF,24,Spain,"1,50 Mill. ",46,77,84,76,66,78,72,High / Medium,5,2,2,0.08,625,1250,Jony,Left Wing,"2,50 Mill. ?",6
33,3,10,1,2,3,822,,Málaga CF,29,Uruguay,"1,50 Mill. ",37,80,72,71,57,75,70,Medium / Medium,40,4,1,0.03,1.792,1792,Chory Castro,Left Wing,"1,50 Mill. ?",59
20,1,1,0,0,0,217,,Málaga CF,13,Morocco,800 Th. ,30,68,76,49,51,69,68,Medium / Medium,9,2.5,1,0.08,322,322,Youssef En-Nesyri,Centre-Forward,"1,00 Mill. ?",75
25,1,2,0,0,0,180,,Málaga CF,33,Spain,700 Th. ,69,58,66,53,73,69,28,Low / High,3,3.5,2,0.06,1427,2853,Ignasi Miquel,Centre-Back,700 Th. ?,71
33,1,0,0,0,0,0,,Málaga CF,15,Chile,"1,50 Mill. ",69,67,61,64,71,72,45,Medium / High,0,4.5,0,0,,1350,Manuel Iturra,Defensive Midfield,"1,50 Mill. ?",25
30,0,0,0,0,0,0,,Levante UD,8,Spain,"2,00 Mill. ",79,74,75,70,72,80,63,High / Medium,0,4.5,1,0.125,629,629,Coke,Right-Back,"3,00 Mill. ?",324
22,7,12,0,4,4,1082,,Levante UD,29,Macedonia,"5,00 Mill. ",33,77,72,72,56,74,69,High / Medium,50,6,12,0.41,176,2111,Enis Bardhi,Attacking Midfield,"1,50 Mill. ?",159
26,5,5,1,2,0,526,,Levante UD,26,Spain,"1,50 Mill. ",71,70,73,66,78,75,61,Medium / Medium,19,2,1,0.04,2.117,2117,Antonio Luna,Left-Back,"2,00 Mill. ?",661
25,2,8,0,0,0,632,,Levante UD,25,Spain,"1,00 Mill. ",27,70,57,51,69,75,74,Medium / Medium,18,2,3,0.12,477,1431,Alex Alegría,Centre-Forward,"2,00 Mill. ?",0
24,1,3,1,1,0,175,,Levante UD,17,Spain,600 Th. ,31,72,82,64,63,71,68,Medium / Medium,13,2,0,0,,785,Iván López,Right-Back,800 Th. ?,1
34,1,9,0,3,0,785,,Levante UD,34,Spain,400 Th. ,61,43,53,42,62,60,31,Medium / Medium,27,2.5,0,0,,2825,Pedro López,Right-Back,500 Th. ?,4
24,1,0,0,0,0,0,,UD Las Palmas,17,Spain,"2,00 Mill. ",32,78,86,71,56,76,68,Medium / Medium,0,4.5,2,0.11,471,941,Jairo Samperio,Left Wing,"3,00 Mill. ?",35
28,8,16,3,2,2,1364,,UD Las Palmas,31,Spain,"8,00 Mill. ",52,86,80,81,68,82,75,High / Low,54,11.3,7,0.23,369,2585,Jonathan Viera,Attacking Midfield,"10,00 Mill. ?",184
30,0,5,0,0,4,671,,UD Las Palmas,5,France,"8,00 Mill. ",33,73,76,65,69,77,76,Medium / Medium,32,3.5,0,0,,131,Loïc Rémy,Centre-Forward,"9,00 Mill. ?","1,060"
22,0,13,0,2,0,1217,,UD Las Palmas,23,Uruguay,"6,00 Mill. ",78,70,70,57,74,77,54,High / Medium,25,3.5,5,0.22,370,1850,Mauricio Lemos,Centre-Back,"10,00 Mill. ?",156
24,0,16,0,0,3,1439,,UD Las Palmas,16,Argentina,"5,00 Mill. ",39,75,74,61,70,75,73,High / Medium,47,6.5,1,0.0625,531,531,Jonathan Calleri,Centre-Forward,"5,00 Mill. ?",311
27,1,10,0,1,0,805,,UD Las Palmas,32,Spain,"3,00 Mill. ",78,56,72,60,76,78,52,High / High,16,2.5,4,0.13,663,2651,Pedro Bigas,Centre-Back,"5,00 Mill. ?",21
29,1,6,0,1,0,580,,UD Las Palmas,29,Spain,"3,00 Mill. ",75,71,46,74,71,79,62,Medium / Medium,18,2.5,2,0.07,1.161,2321,Vicente Gómez,Defensive Midfield,"3,50 Mill. ?",3
27,4,9,1,0,1,842,,UD Las Palmas,32,Spain,"3,00 Mill. ",35,70,70,62,50,68,66,Medium / Low,27,4.5,4,0.13,553,2211,Tana,Attacking Midfield,"3,50 Mill. ?",29
21,2,3,1,0,0,191,,UD Las Palmas,18,Croatia,"2,50 Mill. ",28,80,76,76,44,77,64,High / Low,7,2,0,0,,645,Alen Halilovic,Attacking Midfield,"4,00 Mill. ?",2
30,2,13,2,2,0,1170,,UD Las Palmas,27,Spain,"2,50 Mill. ",71,73,76,69,77,75,51,High / Medium,34,4,0,0,,2110,Dani Castellano,Left-Back,"4,00 Mill. ?",27
22,1,2,0,0,0,145,,UD Las Palmas,22,Spain,"2,50 Mill. ",66,68,46,72,64,73,46,Medium / Medium,4,2,0,0,,1268,Sergi Samper,Defensive Midfield,"3,50 Mill. ?",407
31,0,2,0,0,0,183,,UD Las Palmas,11,Spain,700 Th. ,77,53,37,57,78,76,41,High / Medium,6,2,0,0,,836,Aythami Artiles,Centre-Back,"1,00 Mill. ?",33
35,1,2,0,0,0,180,,UD Las Palmas,22,Spain,100 Th. ,73,64,62,60,76,75,36,Medium / Medium,2,2,1,0.05,1.645,1645,David García,Centre-Back,100 Th. ?,1
35,0,2,0,0,0,180,,UD Las Palmas,25,Spain,100 Th. ,73,64,62,60,76,75,36,Medium / Medium,2,2,1,0.04,2.189,2189,David García,Centre-Back,100 Th. ?,1
35,0,3,1,0,0,232,,UD Las Palmas,23,Spain,100 Th. ,20,45,54,36,44,48,46,High / High,11,2,3,0.13,413,1239,Momo,Left Wing,100 Th. ?,114
33,2,0,0,0,0,0,,UD Las Palmas,15,Argentina,"1,20 Mill. ",68,72,46,72,80,74,68,Medium / Medium,0,4.5,4,0.26,307,1228,Gabriel Peñalba,Central Midfield,"1,20 Mill. ?",41
