,Age,Assists,C_Apps,C_Assists,C_Clean_Sheets,C_Goals,C_Mins,Clean Sheets,Club,Club_Appearances,Country,Current_Value,F_Def,F_Drib,F_Pace,F_Passing,F_Phy,F_Rating,F_Shooting,F_WRate,FantasyLeaguePoints,FantasyLeagueVal,Goals,Goals_per_game,Mins_per_goal,Minutes_played_club,Name,Position,Previous_Value,Wiki_Views
76,23.0,0.0,17.0,0.0,7.0,0.0,1530.0,,Athletic Bilbao,33.0,France,"25,00 Mill. ",86.0,62.0,69.0,66.0,78.0,84.0,50.0,Medium / Medium,51.0,10.5,2.0,0.06,1.433,2865.0,Aymeric Laporte,Centre-Back,"25,00 Mill. ?",507
77,23.0,7.0,14.0,3.0,0.0,3.0,1283.0,,Athletic Bilbao,38.0,Spain,"25,00 Mill. ",34.0,79.0,93.0,73.0,79.0,81.0,78.0,High / High,57.0,16.0,5.0,0.13,560.0,2800.0,Iñaki Williams,Right Wing,"25,00 Mill. ?",669
78,23.0,0.0,14.0,0.0,4.0,0.0,1260.0,8.0,Athletic Bilbao,23.0,Spain,"20,00 Mill. ",34.0,81.0,78.0,75.0,76.0,79.0,81.0,No,40.0,3.5,0.0,0,,2016.0,Kepa Arrizabalaga,Keeper,"8,00 Mill. ?",397
79,28.0,1.0,12.0,0.0,6.0,0.0,1027.0,,Athletic Bilbao,35.0,Spain,"9,00 Mill. ",79.0,70.0,43.0,70.0,78.0,80.0,70.0,Medium / Medium,32.0,9.4,4.0,0.11,666.0,2665.0,Mikel San José,Defensive Midfield,"12,00 Mill. ?",0
80,31.0,4.0,15.0,1.0,8.0,3.0,1317.0,,Athletic Bilbao,36.0,Spain,"9,00 Mill. ",66.0,77.0,57.0,82.0,76.0,81.0,76.0,High / Medium,65.0,16.8,10.0,0.28,288.0,2884.0,Raúl García,Attacking Midfield,"12,00 Mill. ?",5
81,25.0,3.0,4.0,2.0,0.0,1.0,405.0,,Athletic Bilbao,35.0,Spain,"9,00 Mill. ",43.0,82.0,81.0,72.0,49.0,78.0,70.0,High / Medium,21.0,4.0,7.0,0.2,345.0,2413.0,Iker Muniain,Left Wing,"15,00 Mill. ?",276
82,24.0,1.0,10.0,0.0,5.0,0.0,1025.0,,Athletic Bilbao,25.0,Spain,"7,50 Mill. ",67.0,75.0,73.0,74.0,73.0,75.0,64.0,Medium / High,41.0,5.5,2.0,0.08,786.0,1571.0,Iñigo Lekue,Right-Back,"4,00 Mill. ?",51
83,30.0,2.0,12.0,2.0,6.0,1.0,1092.0,,Athletic Bilbao,26.0,Spain,"7,50 Mill. ",28.0,78.0,74.0,82.0,64.0,78.0,71.0,High / Medium,48.0,6.5,1.0,0.04,1.102,1102.0,Markel Susaeta,Right Wing,"7,50 Mill. ?",104
84,22.0,1.0,0.0,0.0,0.0,0.0,0.0,,Athletic Bilbao,26.0,Spain,"7,50 Mill. ",77.0,63.0,68.0,57.0,75.0,78.0,49.0,Medium / High,0.0,2.0,0.0,0,,2270.0,Yeray Álvarez,Centre-Back,"15,00 Mill. ?",164
85,28.0,4.0,7.0,0.0,4.0,0.0,471.0,,Athletic Bilbao,27.0,Spain,"6,00 Mill. ",74.0,78.0,86.0,73.0,79.0,81.0,62.0,High / Medium,28.0,3.5,1.0,0.04,2.149,2149.0,Óscar de Marcos,Right-Back,"8,00 Mill. ?",86
86,24.0,1.0,8.0,1.0,2.0,1.0,630.0,,Athletic Bilbao,17.0,Spain,"6,00 Mill. ",67.0,63.0,57.0,66.0,75.0,71.0,57.0,Medium / Medium,23.0,2.0,1.0,0.06,1.409,1409.0,Mikel Vesga,Defensive Midfield,"6,00 Mill. ?",37
87,30.0,5.0,2.0,0.0,2.0,0.0,248.0,,Athletic Bilbao,32.0,Spain,"5,00 Mill. ",66.0,75.0,58.0,84.0,74.0,82.0,75.0,Medium / Medium,12.0,2.6,1.0,0.03,2.442,2442.0,Beñat Etxebarria,Central Midfield,"8,00 Mill. ?",108
88,28.0,1.0,9.0,0.0,2.0,0.0,843.0,,Athletic Bilbao,24.0,Spain,"5,00 Mill. ",79.0,70.0,59.0,77.0,72.0,81.0,63.0,High / Medium,23.0,3.0,0.0,0,,1152.0,Ander Iturraspe,Defensive Midfield,"5,00 Mill. ?",82
89,29.0,1.0,12.0,2.0,5.0,0.0,1058.0,,Athletic Bilbao,33.0,Spain,"5,00 Mill. ",78.0,71.0,75.0,71.0,77.0,79.0,49.0,High / Medium,44.0,8.1,1.0,0.03,2.8510000000000004,2851.0,Mikel Balenziaga,Left-Back,"5,00 Mill. ?",47
90,29.0,0.0,4.0,0.0,4.0,0.0,360.0,7.0,Athletic Bilbao,21.0,Spain,"3,00 Mill. ",45.0,73.0,76.0,66.0,75.0,76.0,83.0,No,27.0,3.5,0.0,0,,1827.0,Iago Herrerín,Keeper,"3,00 Mill. ?",56
91,30.0,0.0,2.0,0.0,2.0,1.0,180.0,,Athletic Bilbao,10.0,Spain,"2,50 Mill. ",78.0,57.0,52.0,48.0,81.0,78.0,35.0,Low / Medium,15.0,2.5,0.0,0,,711.0,Xabier Etxeita,Centre-Back,"2,50 Mill. ?",37
92,33.0,0.0,6.0,0.0,4.0,0.0,575.0,,Athletic Bilbao,18.0,Spain,"1,50 Mill. ",70.0,68.0,53.0,70.0,75.0,74.0,63.0,Medium / Medium,18.0,3.0,1.0,0.06,468.0,468.0,Mikel Rico,Central Midfield,"2,00 Mill. ?",38
93,25.0,2.0,1.0,0.0,0.0,0.0,72.0,,Athletic Bilbao,13.0,Spain,"1,50 Mill. ",43.0,75.0,77.0,68.0,61.0,75.0,72.0,Medium / Medium,6.0,2.0,1.0,0.08,436.0,436.0,Sabin Merino,Left Wing,"2,00 Mill. ?",51
94,36.0,1.0,13.0,1.0,0.0,4.0,1264.0,,Athletic Bilbao,32.0,Spain,"1,00 Mill. ",46.0,76.0,70.0,64.0,79.0,84.0,83.0,High / Medium,57.0,13.3,16.0,0.5,152.0,2429.0,Aritz Aduriz,Centre-Forward,"1,00 Mill. ?",586
95,25.0,0.0,5.0,0.0,3.0,0.0,472.0,,Athletic Bilbao,9.0,Spain,400 Th. ,68.0,65.0,71.0,62.0,75.0,69.0,47.0,High / Medium,23.0,2.5,0.0,0,,460.0,Enric Saborit,Left-Back,500 Th. ?,40
96,24.0,2.0,16.0,1.0,5.0,3.0,1370.0,,Valencia CF,24.0,France,"25,00 Mill. ",73.0,75.0,69.0,71.0,81.0,76.0,60.0,High / Medium,56.0,7.0,1.0,0.04,1714.0,1714.0,Geoffrey Kondogbia,Central Midfield,"18,00 Mill. ?",551
97,26.0,1.0,14.0,0.0,0.0,10.0,1211.0,,Valencia CF,20.0,Italy,"25,00 Mill. ",48.0,80.0,79.0,65.0,86.0,83.0,86.0,High / High,70.0,9.0,6.0,0.3,229.0,1376.0,Simone Zaza,Centre-Forward,"16,00 Mill. ?","1,024"
98,20.0,1.0,14.0,4.0,5.0,1.0,1180.0,,Valencia CF,23.0,Spain,"25,00 Mill. ",65.0,72.0,76.0,77.0,59.0,76.0,72.0,Medium / Medium,59.0,6.5,3.0,0.13,575.0,1724.0,Carlos Soler,Central Midfield,"7,50 Mill. ?",3
99,26.0,4.0,17.0,3.0,0.0,7.0,1423.0,,Valencia CF,19.0,Spain,"25,00 Mill. ",32.0,78.0,91.0,70.0,68.0,78.0,75.0,High / Medium,82.0,9.5,5.0,0.26,284.0,1419.0,Rodrigo,Centre-Forward,"7,50 Mill. ?",53
100,22.0,3.0,16.0,3.0,5.0,0.0,1380.0,,Valencia CF,27.0,Spain,"25,00 Mill. ",75.0,77.0,86.0,75.0,68.0,79.0,58.0,High / Medium,61.0,7.0,1.0,0.04,2.089,2089.0,José Gayá,Left-Back,"18,00 Mill. ?",0
101,28.0,9.0,17.0,3.0,6.0,1.0,1513.0,,Valencia CF,36.0,Spain,"18,00 Mill. ",61.0,77.0,52.0,87.0,71.0,82.0,77.0,Medium / Medium,64.0,13.9,5.0,0.14,639.0,3195.0,Dani Parejo,Central Midfield,"15,00 Mill. ?",2
102,31.0,0.0,11.0,0.0,3.0,0.0,994.0,,Valencia CF,27.0,Argentina,"15,00 Mill. ",84.0,65.0,43.0,66.0,80.0,83.0,64.0,Medium / Medium,36.0,3.5,3.0,0.11,780.0,2340.0,Ezequiel Garay,Centre-Back,"15,00 Mill. ?",365
103,26.0,1.0,14.0,2.0,5.0,0.0,1245.0,,Valencia CF,29.0,Spain,"15,00 Mill. ",75.0,72.0,83.0,69.0,71.0,77.0,50.0,High / Medium,51.0,6.0,2.0,0.07,1.11,2220.0,Martín Montoya,Right-Back,"10,00 Mill. ?",236
104,27.0,0.0,10.0,0.0,0.0,0.0,1182.0,,Valencia CF,19.0,Brazil,"15,00 Mill. ",80.0,64.0,66.0,65.0,76.0,79.0,49.0,Low / High,55.0,6.0,0.0,0,,1515.0,Gabriel Paulista,Centre-Back,"13,00 Mill. ?",566
105,25.0,1.0,7.0,0.0,4.0,0.0,610.0,,Valencia CF,27.0,Colombia,"15,00 Mill. ",80.0,64.0,75.0,56.0,77.0,79.0,40.0,Medium / High,29.0,2.0,0.0,0,,2075.0,Jeison Murillo,Centre-Back,"13,00 Mill. ?",262
106,22.0,3.0,5.0,1.0,0.0,5.0,619.0,,Valencia CF,29.0,Spain,"10,00 Mill. ",52.0,77.0,78.0,67.0,67.0,76.0,75.0,Medium / Medium,50.0,7.0,6.0,0.21,234.0,1403.0,Santi Mina,Centre-Forward,"6,00 Mill. ?",170
107,28.0,0.0,17.0,0.0,6.0,0.0,1530.0,6.0,Valencia CF,8.0,Brazil,"10,00 Mill. ",53.0,83.0,84.0,74.0,74.0,80.0,80.0,No,65.0,8.0,0.0,0,,674.0,Neto,Keeper,"6,00 Mill. ?",17
108,22.0,3.0,10.0,3.0,2.0,1.0,864.0,,Valencia CF,35.0,Brazil,"7,50 Mill. ",62.0,81.0,72.0,76.0,69.0,77.0,71.0,High / High,42.0,6.0,5.0,0.14,566.0,2832.0,Andreas Pereira,Left Wing,"5,00 Mill. ?","1,150"
109,23.0,0.0,5.0,0.0,1.0,0.0,477.0,,Valencia CF,18.0,Portugal,"4,00 Mill. ",75.0,55.0,64.0,59.0,72.0,74.0,49.0,Medium / Medium,17.0,2.0,0.0,0,,1489.0,Rúben Vezo,Centre-Back,"1,50 Mill. ?",89
110,27.0,0.0,1.0,0.0,0.0,0.0,90.0,1.0,Valencia CF,3.0,Spain,"2,50 Mill. ",58.0,79.0,74.0,70.0,72.0,75.0,73.0,No,2.0,2.0,0.0,0,,270.0,Jaume Doménech,Keeper,"2,50 Mill. ?",0
111,24.0,1.0,0.0,0.0,0.0,0.0,0.0,,Valencia CF,5.0,Spain,"1,50 Mill. ",47.0,75.0,76.0,70.0,50.0,72.0,67.0,High / Medium,0.0,2.0,2.0,0.4,84.0,167.0,Robert Ibáñez,Right Wing,"1,50 Mill. ?",69
112,25.0,9.0,13.0,4.0,6.0,4.0,1068.0,,Real Madrid,30.0,Spain,"75,00 Mill. ",54.0,89.0,71.0,82.0,62.0,86.0,83.0,High / Medium,73.0,14.0,10.0,0.33,164.0,1637.0,Isco,Attacking Midfield,"40,00 Mill. ?","2,456"
113,32.0,6.0,13.0,2.0,0.0,3.0,1156.0,,Real Madrid,29.0,Portugal,"120,00 Mill. ",34.0,92.0,91.0,84.0,82.0,95.0,95.0,High / Low,50.0,23.0,25.0,0.86,102.0,2544.0,Cristiano Ronaldo,Centre-Forward,"100,00 Mill. ?","32,002"
114,27.0,12.0,14.0,2.0,6.0,2.0,1185.0,,Real Madrid,29.0,Germany,"80,00 Mill. ",73.0,81.0,50.0,88.0,70.0,90.0,81.0,Medium / Medium,54.0,11.1,3.0,0.1,833.0,2500.0,Toni Kroos,Central Midfield,"70,00 Mill. ?","2,138"
115,28.0,3.0,5.0,1.0,0.0,4.0,498.0,,Real Madrid,19.0,Wales,"75,00 Mill. ",57.0,86.0,94.0,84.0,76.0,89.0,87.0,High / Medium,33.0,3.5,7.0,0.37,204.0,1428.0,Gareth Bale,Right Wing,"80,00 Mill. ?","4,811"
116,30.0,5.0,11.0,3.0,0.0,2.0,883.0,,Real Madrid,29.0,France,"50,00 Mill. ",22.0,83.0,80.0,80.0,77.0,87.0,85.0,Medium / Low,45.0,11.5,11.0,0.38,174.0,1913.0,Karim Benzema,Centre-Forward,"60,00 Mill. ?","3,270"
117,21.0,2.0,9.0,3.0,4.0,4.0,889.0,,Real Madrid,23.0,Spain,"50,00 Mill. ",39.0,83.0,78.0,83.0,61.0,84.0,79.0,Medium / Medium,63.0,6.5,3.0,0.13,359.0,1077.0,Marco Asensio,Left Wing,"30,00 Mill. ?","4,257"
118,25.0,5.0,10.0,0.0,3.0,0.0,900.0,,Real Madrid,23.0,Spain,"45,00 Mill. ",82.0,79.0,82.0,73.0,78.0,84.0,45.0,High / Medium,24.0,2.0,0.0,0,,2014.0,Daniel Carvajal,Right-Back,"32,00 Mill. ?",10
119,32.0,2.0,12.0,0.0,6.0,0.0,1049.0,,Real Madrid,25.0,Croatia,"40,00 Mill. ",72.0,89.0,73.0,86.0,65.0,89.0,75.0,High / Medium,34.0,4.3,1.0,0.04,1.892,1892.0,Luka Modric,Central Midfield,"40,00 Mill. ?",20
120,25.0,0.0,14.0,0.0,6.0,3.0,1202.0,,Real Madrid,25.0,Brazil,"40,00 Mill. ",84.0,72.0,62.0,74.0,86.0,85.0,68.0,Medium / High,50.0,5.5,4.0,0.16,427.0,1707.0,Casemiro,Defensive Midfield,"30,00 Mill. ?","1,837"
121,31.0,0.0,13.0,1.0,6.0,0.0,1125.0,,Real Madrid,28.0,Spain,"40,00 Mill. ",88.0,72.0,76.0,71.0,83.0,90.0,63.0,High / Medium,45.0,7.4,7.0,0.25,356.0,2489.0,Sergio Ramos,Centre-Back,"40,00 Mill. ?","4,272"
122,29.0,10.0,13.0,1.0,5.0,1.0,1129.0,,Real Madrid,30.0,Brazil,"40,00 Mill. ",82.0,85.0,78.0,80.0,79.0,87.0,69.0,High / Medium,50.0,11.5,2.0,0.07,1.139,2277.0,Marcelo,Left-Back,"38,00 Mill. ?",62
123,24.0,2.0,11.0,0.0,4.0,0.0,945.0,,Real Madrid,23.0,France,"40,00 Mill. ",84.0,65.0,79.0,61.0,79.0,85.0,45.0,Medium / High,38.0,3.5,1.0,0.04,1.927,1927.0,Raphaël Varane,Centre-Back,"35,00 Mill. ?",991
124,23.0,3.0,1.0,0.0,0.0,0.0,156.0,,Real Madrid,27.0,Croatia,"25,00 Mill. ",61.0,84.0,81.0,82.0,69.0,82.0,69.0,High / Medium,6.0,2.0,1.0,0.04,1.6880000000000002,1688.0,Mateo Kovacic,Central Midfield,"25,00 Mill. ?",6
125,27.0,3.0,10.0,0.0,6.0,1.0,1015.0,,Real Madrid,28.0,Spain,"20,00 Mill. ",81.0,64.0,76.0,65.0,78.0,81.0,37.0,Medium / Medium,50.0,7.0,2.0,0.07,1.151,2301.0,Nacho Fernández,Centre-Back,"15,00 Mill. ?",1
126,21.0,2.0,2.0,0.0,1.0,2.0,186.0,,Real Madrid,30.0,Spain,"17,00 Mill. ",70.0,80.0,68.0,76.0,64.0,78.0,61.0,Medium / Medium,21.0,2.0,2.0,0.07,1.168,2335.0,Dani Ceballos,Central Midfield,"17,00 Mill. ?","1,191"
127,20.0,4.0,3.0,0.0,1.0,0.0,296.0,,Real Madrid,32.0,France,"20,00 Mill. ",72.0,74.0,84.0,63.0,76.0,75.0,56.0,Medium / Medium,12.0,2.0,1.0,0.03,2.7260000000000004,2726.0,Theo Hernández,Left-Back,"20,00 Mill. ?","1,823"
128,31.0,0.0,10.0,0.0,4.0,0.0,900.0,5.0,Real Madrid,27.0,Costa Rica,"18,00 Mill. ",54.0,85.0,87.0,72.0,80.0,85.0,82.0,No,38.0,3.0,0.0,0,,2430.0,Keylor Navas,Keeper,"18,00 Mill. ?","1,509"
129,20.0,1.0,3.0,0.0,2.0,0.0,270.0,,Real Madrid,25.0,Spain,"15,00 Mill. ",79.0,63.0,73.0,56.0,70.0,77.0,41.0,Low / High,15.0,2.0,1.0,0.04,2055.0,2055.0,Jesús Vallejo,Centre-Back,"15,00 Mill. ?",861
130,26.0,9.0,5.0,1.0,1.0,1.0,566.0,,Real Madrid,33.0,Spain,"15,00 Mill. ",38.0,82.0,81.0,81.0,67.0,82.0,75.0,High / High,32.0,5.8,2.0,0.06,692.0,1383.0,Lucas Vázquez,Right Wing,"15,00 Mill. ?","1,070"
131,22.0,2.0,2.0,0.0,0.0,0.0,237.0,,Real Madrid,32.0,Spain,"15,00 Mill. ",71.0,70.0,55.0,72.0,71.0,77.0,48.0,Medium / Medium,9.0,2.0,0.0,0,,2805.0,Marcos Llorente,Defensive Midfield,"15,00 Mill. ?",731
132,20.0,0.0,1.0,0.0,0.0,1.0,119.0,,Real Madrid,19.0,Spain,"7,50 Mill. ",18.0,69.0,74.0,57.0,52.0,72.0,72.0,High / Medium,14.0,2.0,2.0,0.105,184.0,374.0,Borja Mayoral,Centre-Forward,"2,50 Mill. ?",780
133,31.0,0.0,7.0,0.0,3.0,0.0,630.0,5.0,Real Madrid,11.0,Spain,"6,00 Mill. ",32.0,77.0,75.0,80.0,82.0,80.0,83.0,No,30.0,2.0,0.0,0,,990.0,Kiko Casilla,Keeper,"6,00 Mill. ?",571
134,19.0,8.0,5.0,0.0,2.0,1.0,426.0,,Real Madrid,28.0,Morocco,"5,00 Mill. ",64.0,69.0,77.0,65.0,70.0,70.0,59.0,High / Medium,25.0,2.5,1.0,0.035,2304.0,2304.0,Achraf Hakimi,Right-Back,300 Th. ?,912
135,30.0,4.0,17.0,2.0,0.0,10.0,1529.0,,Celta de Vigo,32.0,Spain,"18,00 Mill. ",33.0,89.0,84.0,80.0,69.0,86.0,88.0,High / High,80.0,16.0,19.0,0.59,122.0,2318.0,Iago Aspas,Right Wing,"18,00 Mill. ?",796
136,22.0,4.0,18.0,11.0,3.0,1.0,1477.0,,Celta de Vigo,30.0,Denmark,"15,00 Mill. ",52.0,79.0,84.0,64.0,66.0,74.0,72.0,High / Medium,82.0,9.5,3.0,0.1,555.0,1664.0,Pione Sisto,Left Wing,"5,00 Mill. ?",394
137,21.0,3.0,17.0,2.0,0.0,8.0,1448.0,,Celta de Vigo,12.0,Uruguay,"12,00 Mill. ",24.0,63.0,66.0,57.0,68.0,70.0,69.0,Medium / Medium,70.0,8.0,10.0,0.83,98.0,980.0,Maximiliano Gómez,Centre-Forward,"4,00 Mill. ?",11
138,26.0,1.0,16.0,2.0,3.0,0.0,1401.0,,Celta de Vigo,23.0,Spain,"10,00 Mill. ",77.0,74.0,74.0,70.0,76.0,80.0,40.0,High / Medium,43.0,6.0,2.0,0.09,994.0,1988.0,Hugo Mallo,Right-Back,"8,00 Mill. ?",78
139,28.0,4.0,17.0,5.0,3.0,4.0,1494.0,,Celta de Vigo,32.0,Denmark,"10,00 Mill. ",70.0,84.0,78.0,86.0,74.0,83.0,80.0,Medium / Medium,78.0,10.1,3.0,0.09,798.0,2394.0,Daniel Wass,Central Midfield,"10,00 Mill. ?",155
140,25.0,0.0,12.0,0.0,1.0,2.0,1000.0,,Celta de Vigo,25.0,Spain,"8,00 Mill. ",78.0,63.0,43.0,64.0,73.0,77.0,41.0,High / Medium,42.0,5.0,0.0,0,,1904.0,Sergi Gómez,Centre-Back,"6,00 Mill. ?",89
141,20.0,3.0,1.0,0.0,0.0,1.0,242.0,,Celta de Vigo,12.0,Turkey,"5,00 Mill. ",25.0,83.0,85.0,55.0,51.0,70.0,62.0,High / Low,16.0,2.5,1.0,0.08,475.0,475.0,Emre Mor,Right Wing,"5,00 Mill. ?",917
142,31.0,0.0,11.0,0.0,1.0,2.0,1059.0,,Celta de Vigo,26.0,Chile,"5,00 Mill. ",42.0,78.0,71.0,73.0,58.0,74.0,70.0,Medium / Medium,41.0,6.0,1.0,0.04,1.897,1897.0,Pablo Hernández,Central Midfield,"6,00 Mill. ?",6
143,24.0,1.0,3.0,0.0,0.0,0.0,325.0,,Celta de Vigo,31.0,Serbia,"5,00 Mill. ",76.0,70.0,50.0,67.0,74.0,78.0,68.0,High / Medium,11.0,2.5,1.0,0.03,2.42,2420.0,Nemanja Radoja,Defensive Midfield,"8,00 Mill. ?",90
144,25.0,2.0,8.0,0.0,0.0,0.0,107.0,,Celta de Vigo,23.0,Sweden,"5,00 Mill. ",30.0,76.0,65.0,65.0,75.0,78.0,80.0,High / Medium,8.0,8.0,4.0,0.17,267.0,1066.0,John Guidetti,Centre-Forward,"8,00 Mill. ?",672
145,32.0,1.0,13.0,1.0,3.0,1.0,1235.0,,Celta de Vigo,25.0,Argentina,"4,00 Mill. ",81.0,57.0,42.0,56.0,78.0,80.0,31.0,Medium / Medium,47.0,6.0,2.0,0.08,1.09,2179.0,Gustavo Cabral,Centre-Back,"4,00 Mill. ?",59
146,26.0,2.0,10.0,2.0,2.0,0.0,808.0,,Celta de Vigo,19.0,Spain,"3,50 Mill. ",66.0,74.0,66.0,72.0,65.0,77.0,72.0,Medium / Medium,30.0,5.0,2.0,0.11,547.0,1093.0,Jozabed Sánchez,Central Midfield,"3,50 Mill. ?",0
147,28.0,1.0,9.0,1.0,2.0,1.0,814.0,,Celta de Vigo,17.0,Spain,"3,50 Mill. ",79.0,61.0,31.0,67.0,67.0,78.0,48.0,Medium / Medium,34.0,3.0,1.0,0.06,1.462,1462.0,Andreu Fontàs,Centre-Back,"2,50 Mill. ?",88
148,31.0,0.0,6.0,0.0,1.0,0.0,575.0,5.0,Celta de Vigo,26.0,Spain,"2,50 Mill. ",44.0,80.0,77.0,75.0,78.0,77.0,72.0,No,16.0,2.0,0.0,0,,2340.0,Sergio Álvarez,Keeper,"5,00 Mill. ?",2
149,30.0,0.0,2.0,0.0,0.0,0.0,224.0,,Celta de Vigo,32.0,Argentina,"3,00 Mill. ",78.0,64.0,67.0,68.0,72.0,77.0,53.0,Medium / High,5.0,2.0,2.0,0.06,1.358,2716.0,Facundo Roncaglia,Centre-Back,"5,00 Mill. ?",119
150,22.0,0.0,12.0,0.0,2.0,0.0,1080.0,2.0,Celta de Vigo,11.0,Spain,"2,50 Mill. ",54.0,71.0,79.0,69.0,75.0,75.0,74.0,No,30.0,3.5,0.0,0,,990.0,Rubén Blanco,Keeper,"1,50 Mill. ?",25
151,22.0,0.0,0.0,0.0,0.0,0.0,12.0,,Celta de Vigo,7.0,Denmark,"1,00 Mill. ",45.0,69.0,79.0,64.0,66.0,67.0,62.0,Medium / Medium,2.0,2.0,1.0,0.14,259.0,259.0,Andrew Hjulsager,Central Midfield,"1,20 Mill. ?",93
152,26.0,2.0,15.0,0.0,0.0,8.0,1269.0,,Villarreal CF,26.0,DR Congo,"25,00 Mill. ",40.0,84.0,90.0,78.0,79.0,84.0,83.0,Medium / Medium,67.0,9.5,10.0,0.38,157.0,1567.0,Cédric Bakambu,Centre-Forward,"16,00 Mill. ?",392
153,27.0,3.0,14.0,1.0,6.0,1.0,1275.0,,Villarreal CF,36.0,Spain,"16,00 Mill. ",80.0,73.0,81.0,70.0,81.0,81.0,70.0,High / Medium,58.0,13.5,0.0,0,,3240.0,Mario Gaspar,Right-Back,"16,00 Mill. ?",3
154,28.0,1.0,15.0,1.0,7.0,0.0,1350.0,,Villarreal CF,28.0,Spain,"14,00 Mill. ",83.0,61.0,58.0,64.0,81.0,82.0,42.0,Medium / Medium,53.0,7.0,1.0,0.04,2.367,2367.0,Víctor Ruiz,Centre-Back,"14,00 Mill. ?",3
